,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
32,3C273,3C 273,92592.59259,12 29 06.6998,+02 03 08.597,14,14,0.018100001,0.0129,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,13.05000019,2010A&A...518A..10V,,Vega,B,14.82999992,2000A&A...355L..27H,0.022,Vega,V,11.69200039,2006AJ....131.1163S,0.023,Vega,J,10.95300007,2006AJ....131.1163S,0.023,Vega,H,9.937000275,2006AJ....131.1163S,0.02,Vega,K,4C 02.32|2A 1225+022|3A 1226+023|1AGL J1228+0142|2AGL J1228+0154|AKARI-FIS-V1 J1229071+020309|Balloon 110607001|3C 273.0|3C 273B|3C 273|3C 273C|1CG 291+65|2CG 289+64|CGRaBS J1229+0203|3CR 273|CTA  53|CWISE J122906.70+020308.6|CWISEP J122906.70+020308.6|DA 324|2E 1226.5+0219|2E  2729|2EG J1229+0206|3EG J1229+0210|EGR J1229+0203|EPIC 229151988|1ES 1226+02.3|2EUVE J1229+02.0|EUVE J1229+02.0|0FGL J1229.1+0202|1FGL J1229.1+0203|2FGL J1229.1+0202|3FGL J1229.1+0202|4FGL J1229.1+0202|4FGL J1229.0+0202|3FHL J1229.2+0201|1FLE J1227+0218|GB6 B1226+0219|87GB 122633.1+021928|GLEAM J122906+020251|GRA B1226+02|GSC 00282-00202|1H 1226+022|HE 1226+0219|H 1226+023|HIC  60936|HIP 60936|ICRF J122906.6+020308|IERS B1226+023|IGR J12291+0203|INTREF   500|IRAS 12265+0219|IRAS F12265+0219|JCMTSE J122906.7+020308|JCMTSF J122906.7+020308|JVAS J1229+0203|JVAS B1226+023|1Jy 1226+02|1Jy 1226+023|LAMOST J122906.70+020308.6|LAMOST J122906.41+020305.1|LAMOST J122906.69+020308.6|LEDA   41121|2MASX J12290674+0203083|MRC 1226+023|MSH 12+0-08|NEWPS5 J1229+0203|NRAO 400|NVSS J122906+020308|NVSS J122906+020305|OHIO N 044|PBC J1229.1+0202|PCCS2 143 G289.94+64.36|PG 1226+023|PG 1226+02|PKS 1226+02|PKS J1229+0203|PKS 1226+023|PLCKERC -857 G289.96+64.35|PLX 2877.01|PMN J1229+0203|PSCz Q12265+0219|QSO B1226+023|QSO J1229+0203|QSO B1226+0219|RBS  1114|RGB J1229.1+0203|RORF 1226+023|RX J1229.1+0203|RX J122906+02031|1RXS J122906.5+020311|SDSS J122906.69+020308.6|SDSS J122906.69+020308.5|SIM 1226+02.0|SWIFT J1229.1+0203|SWIFT J1229.1+0202|TYC  282-202-1|2U 1224+02|3U 1224+02|4U 1226+02|USNO 731|UVQS J122906.69+020308.6|VSOP J1229+0203|VSOP J1229+0202|WB 1226+0219|WISEA J122906.69+020308.6|WISE J122906.70+020308.6|WISE J122906.69+020308.6|WMAP J1229+0202|2XMM J122906.6+020308|2XMMi J122906.6+020308|XSS J12288+0200|9Y-MST J1229+0200|[BAG2012] 187.2817+02.04932|[BDW2002] q1226+0219|[CGL99] 11|[CMG2008] 188.75+3.14|[DGT2001] B1226+023|[DGW65]  56|[DML87] 295|[GGR94] 1226+023|[GR92] 1226+023|[GW2008] CoNFIG 137|[HB93] 1226+023|[IN88] 1226+023|[KRL2007b] 118|[MGL2009] BZQ J1229+0203|[MML2015] 5BZQ J1229+0203|[POS96]  8|[PUC81] 3C 273 B|[PUC81] 3C 273 C|[S77] 207|[VV2000] J122906.7+020308|[VV2003] J122906.7+020308|[VV2006] J122906.7+020308|[VV2010] J122906.7+020308|[VV96] J122906.7+020308|[VV98] J122906.7+020308|[VYP98] 1226+023|[WTW94] 1226+023|[WZX98] 12265+0219|[ZEH2003] RX J1229.1+0203  1|AAVSO 1224+02|Gaia DR2 3700386905605055360|Gaia DR1 3700386901308864384|Gaia DR3 3700386905605055360,[],BLLac,BLL,0.0108,2018yCat.1345....0G,,,,0,,,43555,,,,1,3C273
527,HD38282,HD  38282,93457.94393,05 38 53.3783,-69 02 00.895,14,14,0.020199999,0.021,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,10.97999954,2012yCat.1322....0Z,0.050000001,Vega,B,11.10999966,2012yCat.1322....0Z,0.029999999,Vega,V,10.875,2003yCat.2246....0C,0.024,Vega,J,10.77999973,2003yCat.2246....0C,0.021,Vega,H,10.58500004,2003yCat.2246....0C,0.023,Vega,K,HD  38282|AL 375|AP J05385338-6902007|BAT99 118|Brey  89|CPD-69   462|CXOU J053853.3-690200|FD 70|GEN# +1.00038282|GSC 09163-00992|LHA 120-S 133|2MASS J05385338-6902007|PPM 354888|RMC 144|SK -69  246|SSTISAGEMC J053853.37-690200.7|TIC 404768475|TYC 9163-992-1|UBV    5887|UBV M  11460|UCAC2   1803472|UCAC4 105-014407|WS 46|[BE74] 420|[H2013] LMCe 1413|[P93]  9037|[PPL2002] CX17|[TBF2006] 154|Gaia DR2 4657686222022977920|Gaia DR3 4657686222022977920|Gaia DR1 4657686217688662272,[],WolfRayet*,WR*,0.0107,2020yCat.1350....0G,,2.480999947,,0,,2020AJ....160..120J,834.882996,WN5/6h+WN6/7h,C,2013MNRAS.432L..26S,1,HD38282
822,PG1211+143,PB  3894,93457.94393,12 14 17.6738,+14 03 13.182,14,14,0.0261,0.0175,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,14.46000004,2010A&A...518A..10V,,Vega,B,14.18999958,2010A&A...518A..10V,,Vega,V,13.15200043,2003yCat.2246....0C,0.026000001,Vega,J,12.30000019,2003yCat.2246....0C,0.033,Vega,H,11.29199982,2003yCat.2246....0C,0.021,Vega,K,LEDA   39086|ATO J183.5736+14.0536|1AXG J121418+1403|BPS BS 16470-0040|CAIRNS J121417.70+140312.6|2E  2620|2E 1211.7+1419|1ES 1211+14.3|GSC 00872-00499|INTREF   481|LAMOST J121417.68+140313.1|MAPS-NGP O-495-31080|2MASS J12141768+1403129|PB  3894|PG 1211+143|PG 1211+14|QSO B1211+1419|QSO J1214+1403|QSO B1211+143|RBS  1081|RX J1214.2+1403|RX J1214.3+1403|1RXS J121417.7+140312|SDSS J121417.70+140313.0|TIC 371593005|UVQS J121417.67+140313.1|WISEA J121417.67+140313.1|WISE J121417.68+140313.2|2XMM J121417.6+140313|XSS J12164+1427|[A95] a|[BDW2002] q1211+1419|[HB91] 1211+143|[HDL96]  69 159|[KB2007] J121417.7+140312.3|[TSG2005] J121417.7+140314|[VV2000] J121417.7+140313|[VV2003] J121417.7+140313|[VV2006] J121417.7+140313|[VV2010] J121417.7+140313|[VV96] J121417.7+140313|[VV98] J121417.7+140313|[WTW94] 1211+143|[ZEH2003] RX J1214.2+1403  4|Gaia DR2 3921232096740631424|Gaia DR3 3921232096740631424,[],Seyfert1,Sy1,0.0107,2020yCat.1350....0G,,,,0,,,23275,,,,1,PG1211+143
75,AV69,BBB SMC   1,100000,00 50 17.2067,-72 53 30.259,14,14,0.0222,0.0208,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.09300041,2010AJ....140..416B,0.01,Vega,U,13.14400005,2010AJ....140..416B,0.01,Vega,B,13.32600021,2010AJ....140..416B,0.01,Vega,V,13.72099972,2003yCat.2246....0C,0.024,Vega,J,13.76799965,2003yCat.2246....0C,0.037,Vega,H,13.83100033,2003yCat.2246....0C,0.050000001,Vega,K,GSC 09141-07827|AzV  69|BBB SMC   1|CSI-73-00485|GEN# +6.20053069|2MASS J00501719-7253303|SK   34|SSTISAGE1C J005017.11-725329.9|TIC 181051165|UBV M  43602|UCAC2   1078465|uvby98 620053069|[M2002] SMC  16056|Gaia DR2 4688960043574823296|Gaia DR3 4688960043574823296,[],Star,*,0.01,2020yCat.1350....0G,,,,0,,,,OC7.5III((f)),C,2000PASP..112.1243W,1,AV69
55,AV18,SK   13,104166.6667,00 47 12.2164,-73 06 33.111,14,14,0.020199999,0.0184,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.52000046,,,Vega,B,12.47999954,,,Vega,V,12.36900043,2003yCat.2246....0C,0.023,Vega,J,12.35999966,2003yCat.2246....0C,0.021,Vega,H,12.30200005,2003yCat.2246....0C,0.027000001,Vega,K,UCAC2    999935|AzV  18|CSI-73-00454  1|GEN# +6.20053018|2MASS J00471221-7306331|SK   13|SSTISAGE1C J004712.17-730632.6|TIC 180617057|UBV M  43589|uvby98 620053018|[AM77] 11|Gaia DR2 4688950933906863488|Gaia DR3 4688950933906863488,[],BlueSG,s*b,0.0096,2020yCat.1350....0G,,,,0,,,,B2.5Ia,C,1985A&A...149..330B,1,AV18
86,AZV18,SK   13,104166.6667,00 47 12.2164,-73 06 33.111,14,14,0.020199999,0.0184,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.52000046,,,Vega,B,12.47999954,,,Vega,V,12.36900043,2003yCat.2246....0C,0.023,Vega,J,12.35999966,2003yCat.2246....0C,0.021,Vega,H,12.30200005,2003yCat.2246....0C,0.027000001,Vega,K,UCAC2    999935|AzV  18|CSI-73-00454  1|GEN# +6.20053018|2MASS J00471221-7306331|SK   13|SSTISAGE1C J004712.17-730632.6|TIC 180617057|UBV M  43589|uvby98 620053018|[AM77] 11|Gaia DR2 4688950933906863488|Gaia DR3 4688950933906863488,[],BlueSG,s*b,0.0096,2020yCat.1350....0G,,,,0,,,,B2.5Ia,C,1985A&A...149..330B,1,AZV18
733,MRK-509,Mrk  509,121951.2195,20 44 09.7504,-10 43 24.727,14,14,0.018999999,0.011,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,13.35000038,2010A&A...518A..10V,,Vega,B,13.11999989,2010A&A...518A..10V,,Vega,V,11.58399963,2006AJ....131.1163S,0.022,Vega,J,10.76599979,2006AJ....131.1163S,0.025,Vega,H,10.00500011,2006AJ....131.1163S,0.02,Vega,K,Mrk  509|2A 2040-115|3A 2041-107|AKARI-IRC-V1 J2044097-104324|ATO J311.0406-10.7235|6dFGS gJ204409.8-104325|0ES 2041-10.8|1H 2041-108|H 2041-107|H 2041-109|INTREF  1037|IRAS 20414-1054|IRAS F20414-1054|LEDA   65282|2MASS J20440975-1043246|2MASSI J2044097-104324|2MASX J20440975-1043245|2MAXI J2044-106|MAXI J2044-107|PBC J2044.1-1043|PSCz Q20414-1054|QDOT B2041258-105419|QSO B2041-1054|QSO B2041-109|QSO J2044-1043|RX J204409-10435|1RXS J204409.9-104330|SWIFT J2044.2-1045|SWIFT J2044.3-1045|SWIFT J2044.1-1043|SWIFT J2044.2-1043|TIC 51528821|WISEA J204409.75-104324.7|WISE J204409.75-104324.6|2XMM J204409.7-104324|3XMM J204409.7-104324|1XRS 20407-115|XSS J20441-1042|[BDW2002] q2041-1054|[DML87] 509|[HB91] 2041-109|[KB2007] J204409.8-104324.5|[KRL2007b] 378|[VV2000] J204409.7-104324|[VV2003] J204409.7-104324|[VV2006] J204409.7-104324|[VV2010] J204409.7-104324|[VV96] J204409.7-104324|[VV98] J204409.7-104324|AAVSO 2038-11|Gaia DR3 6902149058993268736|Gaia DR2 6902149058993268736,[],Seyfert1,Sy1,0.0082,2018yCat.1345....0G,,,,0,,,10221,,,,1,MRK-509
739,MRK509,Mrk  509,121951.2195,20 44 09.7504,-10 43 24.727,14,14,0.018999999,0.011,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,13.35000038,2010A&A...518A..10V,,Vega,B,13.11999989,2010A&A...518A..10V,,Vega,V,11.58399963,2006AJ....131.1163S,0.022,Vega,J,10.76599979,2006AJ....131.1163S,0.025,Vega,H,10.00500011,2006AJ....131.1163S,0.02,Vega,K,Mrk  509|2A 2040-115|3A 2041-107|AKARI-IRC-V1 J2044097-104324|ATO J311.0406-10.7235|6dFGS gJ204409.8-104325|0ES 2041-10.8|1H 2041-108|H 2041-107|H 2041-109|INTREF  1037|IRAS 20414-1054|IRAS F20414-1054|LEDA   65282|2MASS J20440975-1043246|2MASSI J2044097-104324|2MASX J20440975-1043245|2MAXI J2044-106|MAXI J2044-107|PBC J2044.1-1043|PSCz Q20414-1054|QDOT B2041258-105419|QSO B2041-1054|QSO B2041-109|QSO J2044-1043|RX J204409-10435|1RXS J204409.9-104330|SWIFT J2044.2-1045|SWIFT J2044.3-1045|SWIFT J2044.1-1043|SWIFT J2044.2-1043|TIC 51528821|WISEA J204409.75-104324.7|WISE J204409.75-104324.6|2XMM J204409.7-104324|3XMM J204409.7-104324|1XRS 20407-115|XSS J20441-1042|[BDW2002] q2041-1054|[DML87] 509|[HB91] 2041-109|[KB2007] J204409.8-104324.5|[KRL2007b] 378|[VV2000] J204409.7-104324|[VV2003] J204409.7-104324|[VV2006] J204409.7-104324|[VV2010] J204409.7-104324|[VV96] J204409.7-104324|[VV98] J204409.7-104324|AAVSO 2038-11|Gaia DR3 6902149058993268736|Gaia DR2 6902149058993268736,[],Seyfert1,Sy1,0.0082,2018yCat.1345....0G,,,,0,,,10221,,,,1,MRK509
628,HS1700+6416,HS 1700+6416,125000,17 01 00.6194,+64 12 09.118,14,14,0.0265,0.031300001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,16.38999939,2010A&A...518A..10V,,Vega,B,16.17000008,2010A&A...518A..10V,,Vega,V,14.75599957,2010AJ....139.2360S,0.046,Vega,J,14.30900002,2010AJ....139.2360S,0.043000001,Vega,H,13.93000031,2010AJ....139.2360S,0.052000001,Vega,K,QSO J1701+6411|HS 1700+6416|KODIAQ J170100+641209|2MASS J17010061+6412091|QSO J1701+6412|QSO B1700+64|QSO B1700+6412|QSO B1700+642|QSO B1700+643|QSO B1700+6414|QSO B1700+6416|1RXS J170058.1+641219|SDSS J170100.62+641209.0|SDSS J170100.61+641209.0|SDSS J170100.72+641209.0|SDSS J170100.60+641209.3|SDSS J170100.61+641209.1|TIC 424730700|2XMM J170100.6+641208|[BDW2002] q1700+6416|[CDS98]  2|[HB93] 1700+642|[LCS2019] 1700.12|[S98b] 1700+6416|[SPB96] 1795|[VV2000] J170100.5+641209|[VV2003] J170100.5+641209|[VV2006] J170100.6+641208|[VV2010] J170100.6+641208|[VV96] J170100.5+641209|[VV98] J170100.5+641209|Gaia DR2 1632076959617431680|Gaia DR3 1632076959617431680,[],QSO,QSO,0.008,2020yCat.1350....0G,,,,0,,,259667,,,,1,HS1700+6416
878,SK-32,SK   32,166666.6667,00 50 01.8667,-72 11 26.589,14,14,0.021,0.021199999,90,A,O,2020yCat.1350....0G,,,,,,,,41800,,,,,,2020ApJ...903...43D,12.31299973,2010AJ....140..416B,0.01,Vega,U,13.41399956,2010AJ....140..416B,0.01,Vega,B,13.59599972,2010AJ....140..416B,0.01,Vega,V,13.98099995,2003yCat.2246....0C,0.039000001,Vega,J,13.98799992,2003yCat.2246....0C,0.044,Vega,H,13.97500038,2003yCat.2246....0C,0.055,Vega,K,UCAC2   1161689|AzV  61|CSI-72-00482|2dFS   748|GEN# +6.20053061|2MASS J00500187-7211265|MCPS 0.833825-72.19055|SK   32|SSTISAGE1C J005001.85-721126.4|TIC 181051980|UBV M  43601|uvby98 620053061|[M2002] SMC  15271|Gaia DR2 4689052849220827008|Gaia DR3 4689052849220827008,[],Star,*,0.006,2020yCat.1350....0G,,185,34,0,,2020ApJ...903...43D,143,O6III((f)),C,2004MNRAS.353..601E,1,SK-32
737,MRK335,Mrk  335,178571.4286,00 06 19.5372,+20 12 10.617,14,14,0.0198,0.021199999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,14.18999958,2010A&A...518A..10V,,Vega,B,13.85000038,2010A&A...518A..10V,,Vega,V,12.03299999,2006AJ....131.1163S,0.039999999,Vega,J,11.04599953,2006AJ....131.1163S,0.039000001,Vega,H,10.05900002,2006AJ....131.1163S,0.029999999,Vega,K,Mrk  335|Anon 0003+19|ATO J001.5814+20.2029|1AXG J000622+2012|1ES 0003+19.9|1H 0003+200|INTREF     2|IRAS 00037+1955|IRAS F00037+1955|KUG 0003+199|LEDA     473|2MASS J00061953+2012105|2MASX J00061958+2012105|NVSS J000619+201210|PBC J0006.3+2012|PG 0003+199|QSO B0003+199|QSO B0003+1955|QSO J0006+2012|RBS    14|1RXP J000619.2+201224|RX J0006.3+2012|1RXS J000618.9+201215|SWIFT J0006.2+2012|SWIFT J0006.4+2009|SWIFT J0006.2+2010|TIC 301745785|4U 0005+20|UCM 0003+1955|WISEA J000619.53+201210.6|WISE J000619.53+201210.6|2XMM J000619.5+201210|3XMM J000619.5+201210|1XRS 00058+200|XSS J00064+2020|[BDW2002] q0003+1955|[DML87] 564|[HB91] 0003+199|[HVG99b] A0003+1955|[KB2007] J000619.5+201210.3|[SPB96]   23|[VV2000c] J000619.5+201211|[VV2003c] J000619.5+201211|[VV2006c] J000619.5+201211|[VV2010c] J000619.5+201211|[VV98c] J000619.5+201211|[ZEH2003] RX J0006.3+2012  3|AAVSO 0001+19|Gaia DR3 2798344508160161280|Gaia DR2 2798344508160161280,[],Seyfert1,Sy1,0.0056,2020yCat.1350....0G,,,,0,,,7666,,,,1,MRK335
699,LS4825,CD-30 15464,312500,18 16 00.4837,-30 45 23.235,14,14,0.016899999,0.0141,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.31000042,2003AJ....125.2531R,,Vega,U,11.72999954,2012yCat.1322....0Z,0.99000001,Vega,B,12.18000031,2012yCat.1322....0Z,0.99000001,Vega,V,11.85000038,2003yCat.2246....0C,0.037,Vega,J,11.80200005,2003yCat.2246....0C,0.046999998,Vega,H,11.80099964,2003yCat.2246....0C,0.039000001,Vega,K,CD-30 15464|ALS  4825|CPD-30  5410|GEN# -0.03015464|LS 4825|2MASS J18160047-3045232|TYC 7392-992-1|UCAC4 297-175671|Gaia DR2 4049379725984965120|Gaia DR3 4049379725984965120,[],Star,*,0.0032,2020yCat.1350....0G,,,,0,,,,B1Ib,C,1998A&A...334..987V,1,LS4825
59,AV22,BBB SMC 259,357142.8571,00 47 38.7409,-73 07 48.851,14,14,0.021500001,0.0211,90,A,O,2020yCat.1350....0G,,,,,,,,4123,,,,,,2010ApJ...719.1784N,,,,,,12.17000008,1997A&AS..124..349M,,Vega,B,12.23999977,1997A&AS..124..349M,,Vega,V,12.19099998,2003yCat.2246....0C,0.023,Vega,J,12.19699955,2003yCat.2246....0C,0.026000001,Vega,H,12.16800022,2003yCat.2246....0C,0.025,Vega,K,TYC 9141-7711-1|AzV  22|BBB SMC 259|CSI-73-00458|2dFS  5015|GEN# +6.20053022|2MASS J00473872-7307488|OGLE SMC-SC4 120777|SK   15|SSTISAGE1C J004738.68-730748.4|TIC 180609829|UBV M  43591|UCAC2   1000061|uvby98 620053022|[PHC98]  1445|Gaia DR2 4685948275085827328|Gaia DR3 4685948275085827328|Gaia DR1 4685948270718099840,[],BlueSG,s*b,0.0028,2020yCat.1350....0G,,,,0,,,143.7,B5Ia,C,1997A&A...317..871L,1,AV22
63,AV264,SK   94,384615.3846,01 01 07.7622,-71 59 58.783,14,14,0.0297,0.025900001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.21000004,,,Vega,B,12.35999966,,,Vega,V,12.70400047,2003yCat.2246....0C,0.028000001,Vega,J,12.75899982,2003yCat.2246....0C,0.027000001,Vega,H,12.77900028,2003yCat.2246....0C,0.028999999,Vega,K,GSC 09138-01812|AzV 264|CSI-72-00594  2|GEN# +6.20053264|2MASS J01010774-7159589|SK   94|SSTISAGE1C J010107.70-715958.8|TIC 182294249|UBV M  43646|UCAC2   1249212|uvby98 620053264|[AM77] 40|Gaia DR2 4690520387983090432|Gaia DR3 4690520387983090432,[],BlueSG,s*b,0.0026,2018yCat.1345....0G,,,,0,,,,B1.5-2Iab,C,1985A&A...149..330B,1,AV264
693,LMCX-4,X LMC X-4,909090.9091,05 32 49.5556,-66 22 13.202,14,14,0.021199999,0.0219,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,13.89999962,,,Vega,B,14,,,Vega,V,14.58600044,2003yCat.2246....0C,0.037,Vega,J,14.77999973,2003yCat.2246....0C,0.075000003,Vega,H,14.75,2003yCat.2246....0C,0.115000002,Vega,K,X LMC X-4|1A 0532-66|2A 0532-664|3A 0529-660|CAL 49|2E  1368|2E 0532.8-6624|1ES 0532-66.4|1H 0534-667|H 0532-66|H 0532-664|INTREF   257|LXP 13.5|2MASS J05324953-6622132|2MAXI J0532-663|PBC J0532.7-6621|RBS   660|RX J0532.8-6622|1RXS J053246.1-662203|2S 0532-664|SBC9 348|SWIFT J0532.5-6623A|TIC 276861105|2U 0532-66|3U 0532-66|4U 0532-66|4U 0532-664|WEB  5057|WHHW 0532.8-6624|XSS J05329-6616|[BM83] X0532-664|[FS2003] 0281|[HP99]   316|[KRL2007b] 46|[SHP2000] LMC 239|Gaia DR2 4660300345280168192|Gaia DR3 4660300345280168192,[],HighMassXBin,HXB,0.0011,2018yCat.1345....0G,,,,0,,,284,O8III,C,2013MNRAS.433..138R,1,LMCX-4
809,PG0804+761,2MASS J08105865+7602424,1250000,08 10 58.6641,+76 02 42.450,14,14,0.0119,0.0144,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,15.02999973,2010A&A...518A..10V,,Vega,B,14.71000004,2010A&A...518A..10V,,Vega,V,12.97599983,2003yCat.2246....0C,0.022,Vega,J,12.0880003,2003yCat.2246....0C,0.022,Vega,H,10.91699982,2003yCat.2246....0C,0.021,Vega,K,2MASS J08105865+7602424|2E  1919|2E 0804.6+7611|1ES 0804+76.1|FBS 0804+762|FBS B  969|INTREF   346|IRAS F08045+7611|2MASSI J0810586+760242|2MAXI J0808+757|PBC J0811.3+7601|PG 0804+76|PG 0804+762|PG 0803+76|PG 0806+76|PG 0804+761|QSO B0804+761|QSO B0804+7611|QSO J0810+7602|RBS   693|RX J0810.9+7602|1RXS J081059.0+760245|SWIFT J0811.1+7602|SWIFT J0810.9+7602|SWIFT J0811.2+7602|TIC 441630366|WISEA J081058.64+760242.4|WISE J081058.63+760242.5|XSS J08117+7600|[HB93] 0804+761|[KRL2007b] 66|[VV2000] J081058.5+760243|[VV2003] J081058.5+760243|[VV2006] J081058.5+760243|[VV2010] J081058.5+760243|[VV96] J081058.5+760243|[VV98] J081058.5+760243|[WTW94] 0804+761|[ZEH2003] RX J0810.9+7602  1|Gaia DR2 1135939551812718976|Gaia DR3 1135939551812718976,[],Seyfert1,Sy1,0.0008,2020yCat.1350....0G,,,,0,,,28161,,,,1,PG0804+761
938,SK80,SK   80,2000000,00 59 31.9751,-72 10 46.106,14,14,0.0308,0.0275,90,A,O,2020yCat.1350....0G,,,,,,,,34100,3.349999905,,,,,2008A&A...479..541H,,,,,,12.11999989,2006A&A...456..623E,,Vega,B,12.31000042,2006A&A...456..623E,,Vega,V,12.64099979,2003yCat.2246....0C,0.024,Vega,J,12.67199993,2003yCat.2246....0C,0.022,Vega,H,12.70400047,2003yCat.2246....0C,0.024,Vega,K,Cl* NGC  346    ELS       1|AzV 232|Cl* NGC  346    MPG     789|Cl* NGC  346    SSN       5|CSI-72-00578  1|GEN# +6.20053232|2MASS J00593195-7210462|SK   80|SSTISAGE1C J005931.91-721046.1|T62 40|TIC 182294089|UBV M  43632|UCAC2   1162797|uvby98 620053232|[AM77] 34|Gaia DR2 4690516677131714432|Gaia DR3 4690516677131714432,[],BlueSG,s*b,0.0005,2020yCat.1350....0G,,74,,0,,2008A&A...479..541H,,O7Iaf+,C,1977ApJ...215...53W,1,SK80
23,2MASS-J15345704-1418486,-999,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M8.6V,,,,2MASS-J15345704-1418486
2,#VALUE!,-999,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!
5,#NAME?,* eta Car,#DIV/0!,10 45 03.5377,-59 41 04.051,14,14,5.131800175,1.433599949,90,C,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.369999886,2002yCat.2237....0D,,Vega,U,7.03000021,2002A&A...384..180F,0.02,Vega,B,6.480000019,2002A&A...384..180F,0.01,Vega,V,1.657999992,2003yCat.2246....0C,0.527999997,Vega,J,1.072999954,2003yCat.2246....0C,0.395999998,Vega,H,0.171000004,2003yCat.2246....0C,0.379999995,Vega,K,* eta Car|* eta Car A|* eta Car B|1A 1044-59|3A 1042-595|1AGL J1043-5936|1AGL J1044-5937|1AGLR J1044-5944|ALS  1868|CD-59  3306|CEL   3689|Cl Trumpler   16   183|CPC 20  3145|CPD-59  2620|CSI-59  2620 41|CSI-59-10431|CXOCyg J104503.58-594103.7|1E 104306-5925.2|2E  2318|2E 1043.1-5925|EM* MWC  214|1ES 1043-59.4|0FGL J1045.6-5937|1FGL J1045.2-5942|2FGL J1045.0-5941|3FGL J1045.1-5941|4FGL J1045.1-5940|1FHL J1045.0-5943|2FHL J1045.2-5942|3FHL J1045.1-5941|GC 14799|GCRV  6693|GCRV  6692|GPS 1043-595|1H 1045-597|HD  93308|HD  93308B|Hen 3-481|H 1044-59|HR  4210|IRAS 10431-5925|JCMTSE J104503.7-594102|JCMTSF J104503.7-594102|JP11  1994|LLNS  2725|LS 1868|2MASS J10450360-5941040|MOST 1042-594|NOVA Car 1843|PBC J1044.8-5942|PPM 339408|RAFGL 4114|SAO 238429|SKY# 20584|SWIFT J1044.8-5941|TIC 458859916|TYC 8626-2809-1|4U 1053-58|4U 1037-60|UCAC4 152-053215|V* eta Car|WDS J10451-5941|WEB  9578|WRAY 15-640|2XMM J104503.4-594103|XMMU J104503.8-594105|[AMM2003] 50|[ARV2008] 173|[KRL2007b] 93|[S87b] IRS 23|AAVSO 1041-59|Gaia DR3 5350358584482202880|Gaia DR2 5350358580171706624,[],EmLine*,Em*,,,,,,0,,,-25,LBV,C,2022A&A...657A.131M,1,#NAME?
11,#NAME?,-999,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
16,2DFL-51-50,-999,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFL-51-50
